City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
451,Nelson Bay,AU,-32.7167,152.15,75.99,100,90,6.91,moderate rain
452,Namie,JP,37.4833,141.0,35.01,61,20,19.1,few clouds
453,Riyadh,SA,24.6877,46.7219,60.8,33,42,12.66,scattered clouds
454,Ukiah,US,39.1502,-123.2078,42.8,87,90,2.04,overcast clouds
455,Sungaipenuh,ID,-2.0833,101.3833,74.62,77,88,1.81,overcast clouds
456,Madang,PG,-5.2246,145.7966,83.64,86,100,7.43,overcast clouds
457,Marsaxlokk,MT,35.8419,14.5431,59.0,88,0,14.97,clear sky
458,Strezhevoy,RU,60.7333,77.5889,-34.6,67,90,1.61,smoke
459,College,US,64.8569,-147.8028,0.0,76,20,3.44,few clouds
460,Auki,SB,-8.7676,160.7034,81.79,82,90,8.66,overcast clouds
461,Preston,GB,53.7667,-2.7167,39.99,87,100,8.99,overcast clouds
462,Swan Hill,AU,-35.3378,143.5544,83.88,25,0,9.84,clear sky
463,Pitimbu,BR,-7.4706,-34.8086,77.0,88,75,6.91,broken clouds
464,Vostok,RU,46.4856,135.8833,-6.5,89,99,4.7,overcast clouds
465,East Wenatchee Bench,US,47.4257,-120.2812,37.0,93,90,3.44,overcast clouds
466,Zhigansk,RU,66.7697,123.3711,-40.27,79,100,2.68,overcast clouds
467,Mason City,US,43.1536,-93.201,25.0,80,1,18.41,clear sky
468,Krasnokamensk,RU,50.0979,118.0369,-16.08,81,41,3.15,scattered clouds
469,Porto Novo,BJ,6.4965,2.6036,78.8,89,20,2.3,few clouds
470,Talakan,RU,50.3167,130.3667,-12.14,83,41,6.76,scattered clouds
471,Lima,PE,-12.0432,-77.0282,73.0,83,0,6.91,clear sky
472,Pemberton,CA,50.3164,-122.8027,27.0,86,100,3.18,overcast clouds
473,Mount Hagen,PG,-5.8581,144.2274,67.15,89,100,3.31,overcast clouds
474,Araouane,ML,18.9048,-3.5265,61.7,26,2,10.65,clear sky
475,Gambela,ET,8.25,34.5833,85.95,20,65,5.41,broken clouds
476,Evensk,RU,61.95,159.2333,-0.96,84,100,15.46,overcast clouds
477,Tocopilla,CL,-22.092,-70.1979,66.15,56,0,4.38,clear sky
478,Itarema,BR,-2.9248,-39.9167,78.31,84,89,11.25,overcast clouds
479,Sakaiminato,JP,35.55,133.2333,46.4,49,75,20.71,broken clouds
480,Celestun,MX,20.8667,-90.4,67.84,78,18,13.4,few clouds
481,Road Town,VG,18.4167,-64.6167,75.99,83,45,5.01,scattered clouds
482,Bereda,ES,43.2686,-7.5406,50.0,87,61,11.99,broken clouds
483,Mamlyutka,KZ,54.9375,68.5394,14.0,85,0,13.42,clear sky
484,Tyrma,RU,50.0833,132.1667,-7.89,80,48,3.62,scattered clouds
485,Misratah,LY,32.3754,15.0925,61.7,55,5,12.97,clear sky
486,Sarkand,KZ,45.41,79.9186,34.54,80,0,1.41,clear sky
487,Puerto Del Rosario,ES,28.5004,-13.8627,64.4,82,40,9.22,scattered clouds
488,Tallahassee,US,30.4383,-84.2807,41.0,93,1,3.62,clear sky
489,Huilong,CN,31.8111,121.655,57.99,39,0,4.0,clear sky
490,Manica,FR,49.0,-1.1667,50.0,100,75,9.22,broken clouds
491,Yavatmal,IN,20.4,78.1333,77.61,23,36,9.48,scattered clouds
492,Cape Canaveral,US,28.4058,-80.6048,57.2,81,1,4.79,clear sky
493,Spiridonovka,RU,53.0925,50.6462,21.2,100,90,4.47,fog
494,Kurilsk,RU,45.2333,147.8833,26.53,96,100,27.34,light snow
495,Oranjemund,NA,-28.55,16.4333,62.28,81,2,11.99,clear sky
496,Cao Bang,VN,22.6667,106.25,61.54,69,94,4.34,overcast clouds
497,Yantal,RU,56.8471,105.2542,-19.35,83,100,4.07,overcast clouds
498,Viedma,AR,-40.8135,-62.9967,55.71,62,2,6.85,clear sky
499,Otukpo,NG,7.1913,8.1329,66.96,50,48,3.53,scattered clouds
500,Alingsas,SE,57.9303,12.5335,15.8,92,75,1.14,broken clouds
501,Mudanjiang,CN,44.5833,129.6,1.74,87,96,4.38,overcast clouds
502,Businga,CD,3.3333,20.8833,71.55,83,89,2.15,overcast clouds
503,Sarangani,PH,5.4033,125.4636,82.31,76,89,22.3,overcast clouds
504,Jacarezinho,BR,-23.1606,-49.9694,70.3,92,100,1.03,overcast clouds
505,Destin,US,30.3935,-86.4958,46.99,81,1,5.01,clear sky
506,La Macarena,CO,2.1837,-73.7849,71.24,76,89,2.91,overcast clouds
507,Lake Havasu City,US,34.4839,-114.3224,51.01,50,1,6.91,clear sky
508,Amapa,BR,1.0,-52.0,71.2,98,77,1.61,broken clouds
509,Kaminskiy,RU,57.1516,41.4732,24.12,98,99,10.45,overcast clouds
510,Comarapa,BO,-17.9,-64.4833,57.13,100,90,2.95,overcast clouds
511,Pangnirtung,CA,66.1451,-65.7125,-6.29,70,0,1.25,clear sky
512,Port Augusta,AU,-32.5,137.7667,84.99,53,40,27.63,scattered clouds
513,Dalmatovo,RU,56.26,62.9362,14.86,96,100,10.04,overcast clouds
514,Acajutla,SV,13.5928,-89.8275,78.03,51,18,7.81,few clouds
515,La Ligua,CL,-32.4524,-71.2311,61.74,82,98,1.41,overcast clouds
516,Kaabong,UG,3.4836,34.1492,73.69,39,60,14.72,broken clouds
517,Waipawa,NZ,-41.4122,175.5153,62.01,63,23,17.27,few clouds
518,Junagarh,IN,19.8667,82.9333,85.73,32,0,3.91,clear sky
519,Kayes,ML,14.0,-11.0,66.18,19,0,2.71,clear sky
520,Conde,BR,-7.2597,-34.9075,77.0,88,75,6.91,broken clouds
521,Miri,MY,4.4148,114.0089,89.6,70,40,8.05,scattered clouds
522,Lalibela,ET,12.0333,39.0333,64.02,26,1,0.51,clear sky
523,Prince Rupert,CA,54.3161,-130.3201,41.0,60,40,12.66,scattered clouds
524,Padre Bernardo,BR,-15.35,-48.5,68.79,89,100,1.9,overcast clouds
525,Rorvik,NO,64.8621,11.2373,26.74,97,95,7.23,overcast clouds
526,Udachnyy,RU,66.4167,112.4,-33.92,80,100,5.37,overcast clouds
527,Beinamar,TD,8.6698,15.3813,65.19,24,0,4.05,clear sky
528,Beloha,MG,-25.1667,45.05,91.13,44,0,7.02,clear sky
529,Balykshi,KZ,47.0667,51.8667,23.0,100,90,6.71,fog
530,Aripuana,BR,-9.1667,-60.6333,73.15,97,100,0.81,overcast clouds
531,Biloela,AU,-24.4167,150.5,85.32,50,72,13.18,broken clouds
532,Katangli,RU,51.7102,143.2326,0.48,91,100,14.16,overcast clouds
533,Nehe,CN,48.4833,124.8333,-9.83,81,0,2.08,clear sky
534,Vinica,MK,41.8828,22.5092,39.0,88,100,1.01,light rain
535,Atambua,ID,-9.1061,124.8925,77.83,86,100,11.41,moderate rain
536,Hwange,ZW,-18.3693,26.5019,72.91,84,79,2.98,light rain
537,Sechura,PE,-5.5569,-80.8222,75.49,65,66,11.72,broken clouds
538,Teya,RU,60.3778,92.6267,-31.56,77,69,3.87,broken clouds
539,Sabang,ID,5.8933,95.3214,81.21,80,100,25.48,overcast clouds
540,Benguela,AO,-12.5763,13.4055,76.44,76,92,5.17,overcast clouds
541,Ilheus,BR,-14.7889,-39.0494,71.28,91,100,2.93,overcast clouds
542,Passo De Camaragibe,BR,-9.2368,-35.4901,75.2,94,75,1.14,broken clouds
543,Anamur,TR,36.0751,32.8369,44.6,49,40,6.91,scattered clouds
544,Oktyabrskiy,RU,54.4815,53.471,25.07,98,89,6.15,overcast clouds
545,Mastic Beach,US,40.7668,-72.8521,17.6,49,1,17.27,clear sky
546,Harlingen,US,26.1906,-97.6961,64.0,100,1,6.91,clear sky
547,Ucluelet,CA,48.9329,-125.5528,42.01,90,100,4.0,light rain
548,Sumbe,AO,-11.2061,13.8437,74.71,79,97,5.06,overcast clouds
549,Plainview,US,40.7765,-73.4673,18.0,49,1,8.05,clear sky
550,Hue,VN,16.4667,107.6,75.2,73,40,12.66,scattered clouds
551,Hirara,JP,24.8,125.2833,66.2,52,40,11.5,scattered clouds
552,Trinidad,BO,-14.8333,-64.9,74.16,87,100,4.34,overcast clouds
553,Campo Maior,BR,-4.8278,-42.1686,74.08,93,100,3.02,overcast clouds
554,Channel-Port Aux Basques,CA,47.5702,-59.1367,26.11,92,100,15.77,overcast clouds
555,Comodoro Rivadavia,AR,-45.8667,-67.5,48.2,71,0,3.44,clear sky
556,Iwaki,JP,37.05,140.8833,39.0,41,4,7.0,clear sky
557,Nouakchott,MR,18.0858,-15.9785,60.8,23,87,8.05,overcast clouds
558,Arua,UG,3.0201,30.9111,76.87,41,73,8.77,broken clouds
559,Machali,CL,-34.1833,-70.6667,58.82,71,98,3.56,overcast clouds
560,Pundaguitan,PH,6.3711,126.1689,80.98,78,100,19.13,light rain
561,Qaqortoq,GL,60.7167,-46.0333,41.0,33,75,29.93,broken clouds
562,Severo-Yeniseyskiy,RU,60.3725,93.0408,-35.16,82,87,4.16,overcast clouds
563,Sisimiut,GL,66.9395,-53.6735,8.58,91,22,10.27,few clouds
564,Sao Filipe,CV,14.8961,-24.4956,75.07,55,99,11.39,overcast clouds
565,Cumberland,US,35.0502,-78.8664,30.0,80,1,1.88,clear sky
566,Alofi,NU,-19.0595,-169.9187,77.0,94,100,10.36,light rain
567,Brae,GB,60.3964,-1.353,35.6,64,75,11.5,broken clouds
568,Shahrud,IR,36.4182,54.9763,46.13,51,44,12.26,scattered clouds
569,La Palma,US,33.8464,-118.0467,48.2,100,1,4.61,clear sky
570,Mega,ET,4.05,38.3,67.57,27,54,19.57,broken clouds
571,Tessalit,ML,20.1986,1.0114,58.24,30,0,11.39,clear sky
572,Bonavista,CA,48.6499,-53.1147,28.0,100,100,5.75,overcast clouds
573,Vilyuysk,RU,63.7553,121.6247,-40.04,78,100,2.42,overcast clouds
574,Balabac,PH,7.9868,117.0645,82.11,75,54,20.94,light rain
575,Waw,SS,7.7029,27.9953,74.97,18,79,9.13,broken clouds
576,Dzilam Gonzalez,MX,21.2833,-88.9333,64.9,78,0,6.46,clear sky
577,Springbok,ZA,-29.6643,17.8865,66.2,18,0,4.61,clear sky
578,Huancabamba,PE,-5.2386,-79.4506,58.23,80,98,3.09,overcast clouds
579,Ruwi,OM,23.5996,58.5507,75.2,50,0,3.44,clear sky
580,Tutoia,BR,-2.7619,-42.2744,79.39,84,33,13.33,scattered clouds
581,Baruun-Urt,MN,46.6806,113.2792,4.32,93,73,9.4,broken clouds
582,Kaeo,NZ,-35.1,173.7833,66.99,63,48,8.01,scattered clouds
583,Saint-Gaudens,FR,43.0833,0.6667,48.2,93,90,3.44,overcast clouds
584,Patan,NP,27.6667,85.3333,59.0,44,20,3.44,few clouds
585,Krasnozatonskiy,RU,61.6758,50.9794,24.8,93,90,8.95,light snow
586,Dwarka,IN,22.2394,68.9678,72.64,33,22,12.91,few clouds
587,Hays,US,30.0502,-98.0336,57.99,87,96,5.99,overcast clouds
588,Puerto Madryn,AR,-42.7692,-65.0385,57.67,57,0,8.39,clear sky
589,Tenenkou,ML,14.4572,-4.9169,65.95,25,72,11.34,broken clouds
590,Ahuimanu,US,21.4447,-157.8378,75.2,78,75,13.8,broken clouds
591,Lagoa,PT,39.05,-27.9833,60.64,88,100,20.0,overcast clouds
592,Anadyr,RU,64.75,177.4833,-11.2,70,0,4.27,clear sky
593,Guaira,BR,-20.3183,-48.3106,68.13,79,100,1.19,overcast clouds
594,Luena,AO,-11.7833,19.9167,63.48,91,68,3.27,broken clouds
595,Poum,NC,-20.2333,164.0167,79.93,77,26,8.16,scattered clouds
596,Lovozero,RU,68.005,35.0117,4.46,93,100,7.47,light snow
597,Guilin,CN,25.2819,110.2864,59.0,51,90,2.24,haze
598,Tukrah,LY,32.5341,20.5791,60.19,80,32,18.99,scattered clouds
599,Porto Nacional,BR,-10.7081,-48.4172,73.4,94,40,3.44,scattered clouds
600,Alindao,CF,5.0267,21.2088,73.42,68,66,2.26,broken clouds
601,Douentza,ML,14.9951,-2.9517,58.98,31,67,3.22,broken clouds
602,Lindsay,US,36.203,-119.0882,43.0,87,1,4.61,clear sky
603,Colinas,BR,-6.0258,-44.2492,71.78,94,100,0.83,overcast clouds
604,The Pas,CA,53.8251,-101.2541,12.2,85,90,3.44,overcast clouds
605,Krasnoselkup,RU,65.7,82.4667,-31.97,79,20,2.66,few clouds
606,Rampur,IN,28.8167,79.0333,65.37,28,0,8.63,clear sky
607,Biu,NG,10.6129,12.1946,59.63,35,0,8.99,clear sky
608,Myrtle Beach,US,33.6891,-78.8867,30.99,86,1,3.44,clear sky
609,Leshukonskoye,RU,64.8989,45.7622,16.43,97,100,8.23,light snow
610,Lazaro Cardenas,MX,17.9583,-102.2,73.96,79,85,2.98,overcast clouds
611,San Ignacio,BZ,17.1561,-89.0714,69.8,94,90,2.84,overcast clouds
612,Komsomolskiy,UZ,40.4272,71.7189,42.8,33,54,3.47,broken clouds
613,Tommot,RU,58.9564,126.2925,-28.34,79,100,0.81,overcast clouds
614,Hovd,MN,48.0056,91.6419,22.48,66,100,0.96,overcast clouds
615,Dolinsk,RU,47.35,142.8,19.4,73,40,11.18,snow
616,Zanjan,IR,36.6736,48.4787,37.4,75,20,18.41,few clouds
617,Black River,JM,18.0264,-77.8487,77.0,73,20,10.36,few clouds
618,Labuhan,ID,-6.8844,112.2051,79.65,85,100,21.23,overcast clouds
619,Kupang,ID,-10.1667,123.5833,78.8,94,75,8.05,moderate rain
620,Srednekolymsk,RU,67.45,153.6833,-35.39,83,99,2.55,overcast clouds
621,Gonzales,US,30.2385,-90.9201,44.6,93,1,5.95,clear sky
622,Flin Flon,CA,54.7682,-101.865,8.92,96,98,4.7,overcast clouds
623,Mikhaylovka,RU,50.06,43.2379,33.91,94,100,23.6,snow
624,Zhezkazgan,KZ,47.8043,67.7144,19.13,94,100,13.33,overcast clouds
625,Sile,TR,41.1754,29.6133,51.01,76,75,5.75,broken clouds
626,Senneterre,CA,48.3835,-77.2328,-0.4,85,90,6.91,light snow
627,Kralendijk,BQ,12.15,-68.2667,77.0,78,15,9.22,few clouds
628,Tanete,ID,-3.9443,119.7848,90.27,51,94,11.99,overcast clouds
629,Nampula,MZ,-15.1165,39.2666,77.0,88,75,6.91,broken clouds
630,Darnah,LY,32.767,22.6367,63.18,55,31,28.7,scattered clouds
631,San Marcos,US,33.1434,-117.1661,46.99,93,1,2.42,clear sky
632,Iqaluit,CA,63.7506,-68.5145,-11.0,70,1,19.57,snow
633,Avera,US,33.194,-82.5271,33.8,80,1,3.44,clear sky
634,Seoul,KR,37.5683,126.9778,42.8,52,20,8.05,haze
635,San Quintin,MX,30.4833,-115.95,54.59,74,3,3.91,clear sky
636,Zabaykalsk,RU,49.6333,117.3167,-13.22,83,49,5.84,scattered clouds
637,Yinchuan,CN,38.4681,106.2731,36.45,58,84,3.78,broken clouds
638,Juba,SS,4.8517,31.5825,85.5,13,58,8.72,broken clouds
639,Matlock,GB,53.1384,-1.5556,36.0,89,100,5.01,light snow
640,Middle Island,US,40.8843,-72.9373,17.6,49,1,17.27,clear sky
641,Stephenville,US,32.2207,-98.2023,54.0,82,1,6.91,clear sky
642,Acapulco,MX,16.8634,-99.8901,76.12,71,68,3.42,broken clouds
643,Djougou,BJ,9.7085,1.666,73.4,13,33,10.36,scattered clouds
644,Narsaq,GL,60.9167,-46.05,41.0,33,75,29.93,broken clouds
645,Yarmouth,US,41.7057,-70.2286,21.2,68,90,12.66,overcast clouds
646,Havoysund,NO,70.9963,24.6622,21.2,73,40,8.05,scattered clouds
647,Port Lincoln,AU,-34.7333,135.8667,66.04,59,23,15.84,few clouds
648,Jiaocheng,CN,24.6774,116.1389,76.69,24,0,2.91,clear sky
649,Gornyy,RU,55.1153,83.9059,-10.44,89,59,6.2,broken clouds
650,San Cristobal,VE,7.7669,-72.225,62.87,75,53,1.72,broken clouds
651,Kandrian,PG,-6.2167,149.55,87.17,66,84,14.94,broken clouds
652,Kursenai,LT,55.985,22.9189,26.6,93,75,12.66,light snow
653,Florianopolis,BR,-27.6146,-48.5012,77.0,88,40,9.22,scattered clouds
654,Taltal,CL,-25.4,-70.4833,63.07,75,1,1.72,clear sky
655,Thiruvananthapuram,IN,8.4833,76.9167,87.8,62,20,2.75,haze
656,Aksarka,RU,66.5606,67.7975,-36.54,81,76,4.34,broken clouds
657,Noumea,NC,-22.2763,166.4572,82.4,61,0,23.02,clear sky
658,Bismarck,US,46.8083,-100.7837,24.8,86,90,8.05,mist
659,Suphan Buri,TH,14.4742,100.1222,86.0,48,100,4.0,overcast clouds
660,Kieta,PG,-6.2167,155.6333,83.3,77,44,13.56,light rain
661,Tazovskiy,RU,67.4667,78.7,-37.43,79,0,3.47,clear sky
662,Banda Aceh,ID,5.5577,95.3222,85.3,67,72,15.43,broken clouds
663,Bar Harbor,US,44.3876,-68.2039,12.99,72,1,9.22,clear sky
664,Koosa,EE,58.5255,27.0795,27.0,93,90,11.5,overcast clouds
665,Tezu,IN,27.9167,96.1667,74.86,24,69,4.05,broken clouds
666,Bani,DO,18.2833,-70.3333,73.99,100,6,10.98,clear sky
667,Inuvik,CA,68.3499,-133.7218,-29.2,68,85,3.44,overcast clouds
668,Mach,PK,29.8637,67.3298,63.05,20,26,1.59,scattered clouds
669,Santa Cruz Del Sur,CU,20.7147,-77.9956,66.63,74,1,15.21,light rain
670,Changji,CN,44.0167,87.3167,8.6,92,51,2.24,mist
671,Tateyama,JP,34.9833,139.8667,50.0,37,20,4.61,few clouds
672,Mariestad,SE,58.7097,13.8237,15.01,85,0,7.78,clear sky
673,Dalbandin,PK,28.8947,64.4101,65.79,17,1,2.3,clear sky
674,Serpa,PT,37.9458,-7.5975,57.2,94,90,14.97,fog
675,Skjervoy,NO,70.0311,20.9714,20.61,89,0,13.8,clear sky
676,Tirano,IT,46.2154,10.1679,39.99,67,2,6.67,clear sky
